Time_Position	Position
09:07:12.103	6
09:07:12.104	7
09:07:12.104	13
09:07:23.508	15
09:09:08.808	20
09:09:24.255	25
09:09:24.255	26
09:09:24.255	32
09:13:40.948	37
09:13:40.948	40
09:13:40.948	41
09:13:40.949	47
09:16:25.951	52
09:16:25.951	58
09:17:06.394	75
09:17:06.988	80
09:17:07.391	100
12:55:18.036	96
12:55:20.931	94
12:55:58.146	81
12:55:58.238	73
12:55:58.441	71
12:55:58.441	66
12:55:58.441	65
12:55:58.638	64
12:55:58.638	61
12:55:58.638	57
12:55:58.638	51
12:55:58.831	50
12:55:58.831	49
12:55:58.831	44
12:55:58.831	43
12:55:59.045	35
12:55:59.048	23
12:55:59.095	6
12:55:59.228	0
14:24:23.449	-3
14:24:23.449	-6
14:24:23.449	-9
14:24:23.449	-15
14:24:23.449	-16
14:25:55.181	-22
14:25:55.181	-23
14:27:06.972	-35
14:27:06.972	-39
14:27:11.074	-40
14:29:15.066	-41
14:29:15.086	-42
14:29:15.087	-43
14:29:15.087	-44
14:29:15.172	-58
14:29:15.179	-66
14:29:15.259	-74
14:29:15.463	-76
14:29:15.463	-80
14:29:15.463	-86
14:29:15.463	-87
14:29:15.463	-90
14:29:17.558	-100
14:29:28.504	-105
14:29:28.504	-106
14:29:28.505	-112
14:29:28.505	-118
14:29:28.507	-132
14:29:28.526	-133
14:29:28.526	-134
14:29:28.527	-140
14:29:28.528	-143
14:29:28.565	-151
14:29:28.565	-153
14:29:28.575	-154
14:29:28.575	-157
14:29:28.575	-162
14:29:28.575	-164
14:29:28.576	-165
14:29:28.576	-166
14:29:28.590	-180
14:29:28.671	-181
14:29:28.671	-187
14:29:28.732	-190
14:29:28.732	-195
14:29:28.732	-197
14:29:28.733	-200
14:29:30.048	-202
14:29:30.663	-214
14:29:30.663	-218
14:29:30.663	-219
14:29:31.108	-220
14:29:32.859	-226
14:29:39.438	-232
14:30:23.954	-237
14:31:01.910	-240
14:31:02.303	-244
14:31:02.303	-245
14:31:02.303	-270
14:31:02.303	-272
14:31:02.303	-273
14:31:47.957	-279
14:32:55.502	-280
14:35:16.208	-282
14:35:20.748	-290
14:36:01.116	-296
14:36:20.135	-300
15:04:52.057	-299
15:04:52.057	-293
15:04:52.057	-290
15:04:52.212	-288
15:04:52.212	-287
15:04:52.212	-281
15:04:52.214	-278
15:09:10.338	-277
15:14:34.368	-276
15:16:23.287	-273
15:16:23.287	-272
15:16:23.287	-269
15:16:23.287	-268
15:16:23.287	-265
15:16:23.287	-247
15:16:23.287	-206
15:16:23.287	-205
15:16:23.287	-200
16:00:57.117	-205
16:00:57.129	-211
16:00:57.199	-236
16:00:57.199	-237
16:00:57.199	-238
16:00:57.253	-245
16:00:57.253	-251
16:00:57.268	-254
16:00:57.268	-255
16:00:57.305	-260
16:00:57.339	-263
16:00:58.160	-266
16:01:00.258	-291
16:01:00.312	-296
16:01:06.438	-297
16:01:06.465	-300
16:01:10.183	-306
16:01:11.058	-318
16:01:11.058	-319
16:01:11.059	-320
16:01:42.661	-330
16:01:54.443	-332
16:01:54.443	-333
16:01:54.443	-337
16:01:54.443	-338
16:01:54.443	-340
16:10:40.771	-341
16:10:40.771	-347
16:10:40.771	-350
16:23:49.935	-358
16:26:29.446	-372
16:26:29.446	-373
16:26:29.446	-376
16:26:29.446	-382
16:26:29.446	-383
16:27:03.983	-386
16:27:03.983	-393
16:27:25.972	-399
16:27:25.972	-400
16:44:56.797	-412
16:44:56.824	-420
16:52:34.302	-425
16:52:34.302	-429
16:52:34.302	-430
16:52:34.302	-431
16:52:34.302	-437
16:52:34.302	-440
16:52:34.356	-446
16:52:34.356	-452
16:52:36.443	-461
16:52:36.443	-462
16:53:11.346	-463
16:53:35.121	-464
16:53:35.121	-475
16:53:35.136	-476
16:53:35.214	-477
16:53:36.306	-480
16:53:40.055	-488
16:53:40.055	-489
16:53:57.756	-502
16:54:04.642	-506
16:54:04.642	-507
16:54:09.222	-520
16:54:30.011	-522
16:54:30.011	-528
16:54:30.011	-534
16:54:30.011	-537
16:54:30.011	-539
16:54:30.129	-540
18:01:00.000	-540
